y,text,text_pt
negative,"Operating loss totalled EUR 12.7 mn , compared to a profit of EUR 17.7 mn in the first half of 2008 .","As perdas operacionais totalizaram EUR 12,7 milhões, em comparação com um lucro de EUR 17,7 milhões no primeiro semestre de 2008."
negative,"Operating loss totalled EUR 3.2 mn , compared to a profit of EUR 7.2 mn in the third quarter of 2008 .","As perdas operacionais totalizaram EUR 3,2 milhões, em comparação com um lucro de EUR 7,2 milhões no terceiro trimestre de 2008."
negative,"Operating loss totalled EUR 4.0 mn , compared to a profit of EUR 8.6 mn in the second quarter of 2008 .","O prejuízo operacional totalizou EUR 4,0 milhões, em comparação com um lucro de EUR 8,6 milhões no segundo trimestre de 2008."
negative,"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 .","As perdas operacionais totalizaram 5,2 milhões de euros, em comparação com uma perda de 3,4 milhões de euros no período correspondente em 2008-2009."
negative,"Operating profit before non-recurring items was EUR 8.3 mn in the first nine months of 2008 , compared to EUR 8.4 in the corresponding period in 2007 .","O lucro operacional antes de itens não recorrentes foi de 8,3 milhões de euros nos primeiros nove meses de 2008, em comparação com 8,4 milhões de euros no período correspondente em 2007."
negative,Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period .,"A perda antes dos impostos totalizou 117 milhões de euros, em comparação com uma perda de 65 milhões de euros no período correspondente."
negative,Pretax loss totalled EUR 162.3 mn compared to a profit of EUR 253.5 mn in 2007 .,"As perdas pré-impostos totalizaram EUR 162,3 milhões, em comparação com um lucro de EUR 253,5 milhões em 2007."
negative,"Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008 .","As perdas pré-impostos totalizaram EUR 49,9 milhões, em comparação com uma perda de EUR 15,4 milhões no período correspondente em 2008."
negative,Pretax profit totaled EUR 4.9 mn compared to EUR 5.2 mn in the first quarter of 2005 .,"O lucro antes dos impostos totalizou 4,9 milhões de euros, em comparação com 5,2 milhões de euros no primeiro trimestre de 2005."
negative,"Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009 , compared to a profit of EUR 0.6 mn a year ago .","Publicando a Suécia, o prejuízo operacional foi de EUR 1,1 milhão no primeiro trimestre de 2009, em comparação com um lucro de EUR 0,6 milhão um ano atrás."
positive,Raisio 's malting capacity was in full use in 2008 .,A capacidade de malte da Raisio estava em pleno uso em 2008.
negative,"Raw materials prices have surged in the past year , fueled in part because of the rapid industrialization of China , India and other developing nations .","Os preços das matérias-primas subiram no ano passado, alimentados em parte por causa da rápida industrialização da China, Índia e outras nações em desenvolvimento."
negative,Rivals say Qualcomm has fewer patents on 3G phones than on earlier versions and should lower its rates .,Os concorrentes dizem que a Qualcomm tem menos patentes de telefones 3G do que nas versões anteriores e deve reduzir suas taxas.
negative,The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,"A empresa informou hoje um prejuízo operacional de EUR0,1 milhão em vendas líquidas de EUR4,5 milhões no primeiro trimestre de 2008."
negative,"The company 's annual loss amounted to EEK 18mn , compared to a profit of EEK 7.3 mn in 2008 .","O prejuízo anual da empresa ascendeu a EEK 18 milhões, em comparação com um lucro de EEK 7,3 milhões em 2008."
negative,"The fair value change of investment properties was EUR 15.8 mn , compared to EUR 22.9 mn in the third quarter of 2009 .","A variação do justo valor das propriedades de investimento foi de 15,8 milhões de euros, face a 22,9 milhões de euros no terceiro trimestre de 2009."
neutral,The impact of Cableway to Teleste 's net sales in 2009 is estimated to be EUR 4 million .,O impacto do Cableway nas vendas líquidas da Teleste em 2009 é estimado em EUR 4 milhões.
negative,The stock was hit by the profit warning of Finnish rival Rautaruukki Oyj ( OMX : RTRKS ) .,A ação foi atingida pelo alerta de lucro do rival finlandês Rautaruukki Oyj (OMX: RTRKS).
negative,Finnish Bank of +_land +_landsbanken has issued a profit warning .,O Banco Finlandês de + _land + _landsbanken emitiu um aviso de lucro.
negative,Finnish forest machinery manufacturer Ponsse has issued a profit warning .,A fabricante finlandesa de maquinário florestal Ponsse emitiu um alerta sobre lucros.
negative,"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .","A NewPage Corp., fabricante de papel para impressão apoiado por LP da Cerberus Capital Management, divulgou resultados mistos no segundo trimestre, lançando uma nuvem sobre sua oferta pública inicial planejada."
negative,"Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006 .","Elcoteq SE, empresa finlandesa de serviços de manufatura de eletrônicos, registrou prejuízo líquido de 66,4 milhões de euros, US $ 91,2 milhões, no primeiro semestre de 2007, em comparação com um lucro líquido de 7,1 milhões de euros, US $ 9,8 milhões no mesmo período de 2006."
negative,Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 .,"Biohit Oyj OMX Helsinki: O BIOBV emitiu na terça-feira, 3 de junho, um alerta de lucros para o ano financeiro de 2008"
negative,Finnish retail software developer Aldata Solution Oyj reported a net loss of 11.7 mln euro $ 17.2 mln for 2007 versus a net profit of 2.5 mln euro $ 3.7 mln for 2006 .,"O desenvolvedor de software de varejo finlandês Aldata Solution Oyj relatou um prejuízo líquido de 11,7 milhões de euros, US $ 17,2 milhões, em 2007, contra um lucro líquido de 2,5 milhões de euros, de US $ 3,7 milhões em 2006."
negative,"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .","O grupo finlandês de têxteis e vestuário Marimekko Oyj registrou um lucro líquido de 7,99 milhões de euros $ 10,4 milhões em 2006, em comparação com 8,4 milhões de euros $ 10,9 milhões em 2005."
negative,"In 2009 , Stora Enso 's net loss was EUR 879.7 million compared to EUR 673.4 million in the previous year .","Em 2009, o prejuízo líquido da Stora Enso foi de EUR 879,7 milhões, em comparação com EUR 673,4 milhões no ano anterior."
negative,"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .","Em janeiro-junho de 2010, o prejuízo diluído por ação ficou em € 0,3 contra € 0,1 no primeiro semestre de 2009."
negative,"In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007 .","Em outubro, a UPM relatou um prejuízo líquido no terceiro trimestre de € 86 milhões, US $ 110 milhões, em comparação com um lucro líquido de € 120 milhões em 2007."
negative,Operating loss amounted to EUR 0.7 mn compared to a profit of EUR 0.8 mn in the second quarter of 2005 .,"As perdas operacionais totalizaram EUR 0,7 milhões, em comparação com um lucro de EUR 0,8 milhões no segundo trimestre de 2005."
negative,"Operating loss before non-recurring items was EUR 0.9 mn , compared to a profit of EUR 11.5 mn in 2008 .","O prejuízo operacional antes de itens não recorrentes foi de EUR 0,9 milhões, em comparação com um lucro de EUR 11,5 milhões em 2008."
negative,"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier .","A margem de lucro operacional foi de 8,3%, em comparação com 11,8% um ano antes."
negative,Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004 .,"O lucro operacional foi de EUR 1,6 milhões em 2005, em comparação com EUR 5,9 milhões em 2004."
negative,"Operating result showed a loss of EUR 2.9 mn , while a year before , it showed a profit of EUR 0.6 mn .","O resultado operacional mostrou uma perda de EUR 2,9 milhões, enquanto um ano antes, ele mostrou um lucro de EUR 0,6 milhões."
negative,Performance in 2006 was impacted by the consolidation trend in the telecom sector and the overall and structural changes in the contract manufacturing market in telecommunications technology and industrial electronics .,O desempenho em 2006 foi impactado pela tendência de consolidação no setor de telecomunicações e pelas mudanças gerais e estruturais no mercado de manufatura por contrato em tecnologia de telecomunicações e eletrônica industrial.
negative,"Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year .","Salcomp Oyj, fabricante finlandês de carregadores de celular, divulgou segunda-feira prejuízo de € 1,49 milhão no segundo trimestre, em comparação com lucro de 1,70 milhão no mesmo período do ano anterior."
